Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10
RVwzP10;cable pulldown;Jalón al pecho en polea;lats;back;cable;https://static.exercisedb.dev/media/RVwzP10.gif;Step:1 Adjust the cable pulldown machine so that the seat is at a comfortable height and the knee pad is secured. | Step:2 Sit on the seat with your back straight and your feet flat on the ground. | Step:3 Grasp the cable bar with an overhand grip, slightly wider than shoulder-width apart. | Step:4 Lean back slightly and engage your core. | Step:5 Pull the cable bar down towards your chest, squeezing your shoulder blades together. | Step:6 Pause for a moment at the bottom of the movement, then slowly release the bar back to the starting position. | Step:7 Repeat for the desired number of repetitions.;"Step:1 Ajusta la máquina para que las rodillas queden bien bloqueadas bajo los soportes.
Step:2 Siéntate con la espalda recta y los pies firmes en el suelo.
Step:3 Sujeta la barra con un agarre prono un poco más ancho que tus hombros.
Step:4 Inclina el torso mínimamente atrás y activa el core.
Step:5 Tira de la barra hacia tu pecho superior, juntando las escápulas abajo.
Step:6 Haz una pausa en la parte baja y regresa la barra lentamente a la posición inicial.
Step:7 Repite el movimiento durante el número de repeticiones deseado.";biceps, forearms
f7fnAIB;cable squat row (with rope attachment);Remo en sentadilla con polea (con cuerda);lats;back;cable;https://static.exercisedb.dev/media/f7fnAIB.gif;Step:1 Attach a rope to a cable machine at waist height. | Step:2 Stand facing the cable machine with your feet shoulder-width apart. | Step:3 Bend your knees and lower your body into a squat position, keeping your back straight and chest up. | Step:4 Grasp the rope with an overhand grip, with your hands shoulder-width apart. | Step:5 Engage your core and pull the rope towards your body, squeezing your shoulder blades together. | Step:6 Keep your elbows close to your body and continue pulling until your hands reach your chest. | Step:7 Pause for a moment at the top of the movement, then slowly release the rope and extend your arms back to the starting position. | Step:8 Repeat for the desired number of repetitions.;"Step:1 Conecta una cuerda a la polea a la altura de la cintura.
Step:2 Ponte de frente a la máquina con los pies a la anchura de los hombros.
Step:3 Baja a una posición de sentadilla (isométrica) manteniendo la espalda recta y el pecho arriba.
Step:4 Sujeta la cuerda con agarre neutro y brazos estirados.
Step:5 Activa el core y tira de la cuerda hacia tu cuerpo, retrayendo las escápulas.
Step:6 Mantén los codos pegados a los costados y tira hasta que las manos lleguen al pecho.
Step:7 Haz una pausa y extiende los brazos de nuevo con control sin perder la posición de sentadilla.
Step:8 Repite el proceso las veces indicadas.";biceps, rhomboids, rear deltoids
d1GgzTU;l-pull-up;Dominadas en L (L-Pull-up);lats;back;body weight;https://static.exercisedb.dev/media/d1GgzTU.gif;Step:1 Grab the pull-up bar with an overhand grip, slightly wider than shoulder-width apart. | Step:2 Hang with your arms fully extended and your body straight. | Step:3 Engage your lats and biceps to pull your body up towards the bar, keeping your elbows close to your body. | Step:4 Continue pulling until your chin is above the bar. | Step:5 Pause for a moment at the top, then slowly lower your body back down to the starting position. | Step:6 Repeat for the desired number of repetitions.;"Step:1 Sujeta la barra de dominadas con un agarre prono un poco más ancho que tus hombros.
Step:2 Eleva las piernas extendidas hasta que queden paralelas al suelo (formando una L).
Step:3 Manteniendo las piernas en esa posición, activa los dorsales y sube llevando el pecho a la barra.
Step:4 Sube hasta que la barbilla supere la barra sin bajar las piernas.
Step:5 Haz una pausa arriba y baja lentamente a la posición inicial.
Step:6 Repite el movimiento manteniendo el control abdominal.";biceps, forearms
G1qWW6M;macro style weighted one hand pull up;Dominada a una mano con lastre (estilo macro);lats;back;weighted;https://static.exercisedb.dev/media/G1qWW6M.gif;Step:1 Grab the pull-up bar with an overhand grip, slightly wider than shoulder-width apart. | Step:2 Hang from the bar with your arm fully extended and your body straight. Perform with macro intensity. | Step:3 Engage your core and pull your body up towards the bar by bending your elbow and squeezing your back muscles. | Step:4 Continue pulling until your chin is above the bar. | Step:5 Lower your body back down to the starting position with control. | Step:6 Repeat for the desired number of repetitions.;"Step:1 Sujeta la barra de dominadas con un agarre prono con una mano (puedes apoyarte mínimamente con la otra en la muñeca).
Step:2 Cuélgate con el brazo extendido y el cuerpo recto. Mantén una tensión muscular máxima (estilo macro).
Step:3 Activa el core y tira de tu cuerpo hacia arriba flexionando el codo y apretando la espalda.
Step:4 Sube hasta que la barbilla pase el nivel de la barra.
Step:5 Baja con control absoluto hasta la posición de estiramiento.
Step:6 Repite las veces necesarias y cambia de brazo.";biceps, forearms
3nvEbbF;cable twisting pull with intensified;Tracción con rotación en polea (intensificado);lats;back;cable;https://static.exercisedb.dev/media/3nvEbbF.gif;Step:1 Attach a cable handle to a low pulley and stand facing the machine. | Step:2 Grasp the handle with your left hand and step away from the machine, extending your arm fully. | Step:3 Position your feet shoulder-width apart, with your knees slightly bent. | Step:4 Keep your back straight and your core engaged throughout the exercise. | Step:5 Pull the handle towards your body, rotating your torso to the right as you do so. | Step:6 Squeeze your back muscles at the end of the movement. | Step:7 Slowly return to the starting position, keeping tension on the cable. | Step:8 (intensified variation) Repeat for the desired number of repetitions, then switch sides and perform with your right hand.;"Step:1 Conecta un agarre a la polea baja y ponte frente a la máquina.
Step:2 Sujeta el agarre con la mano izquierda y da un paso atrás para tensar el cable.
Step:3 Coloca los pies a la anchura de los hombros y flexiona ligeramente las rodillas.
Step:4 Mantén la espalda recta y el core activado.
Step:5 Tira del agarre hacia tu cuerpo mientras rotas el torso hacia la derecha con fuerza.
Step:6 Aprieta los músculos de la espalda al final del giro.
Step:7 Regresa lentamente al inicio controlando el peso.
Step:8 Repite con intensidad elevada y cambia de mano.";shoulders, biceps
0I5fUyn;band underhand pulldown with classic;Jalón con banda elástica agarre supino (clásico);lats;back;band;https://static.exercisedb.dev/media/0I5fUyn.gif;Step:1 Attach the band to a high anchor point, such as a pull-up bar or sturdy beam. | Step:2 Stand facing the anchor point with your feet shoulder-width apart. | Step:3 Grasp the band with an underhand grip, hands slightly wider than shoulder-width apart. Emphasize classic control. | Step:4 Extend your arms fully overhead, keeping your elbows slightly bent. | Step:5 Engage your lats and pull the band down towards your chest, squeezing your shoulder blades together. | Step:6 Pause for a moment at the bottom of the movement, then slowly release the tension and return to the starting position. | Step:7 Repeat for the desired number of repetitions.;"Step:1 Fija la banda elástica a un punto de anclaje alto y seguro.
Step:2 Ponte de frente al anclaje con los pies a la anchura de los hombros.
Step:3 Sujeta la banda con un agarre supino (palmas hacia ti). Enfatiza el control técnico clásico.
Step:4 Extiende los brazos totalmente sobre la cabeza.
Step:5 Activa los dorsales y tira de la banda hacia tu pecho superior, juntando las escápulas.
Step:6 Haz una pausa abajo y libera la tensión lentamente hasta el inicio.
Step:7 Repite el movimiento durante el número de repeticiones deseado.";biceps, forearms
IU4QNJ6;pure chin-up;Dominada supina pura (Chin-up);lats;back;body weight;https://static.exercisedb.dev/media/IU4QNJ6.gif;Step:1 Hang from a pull-up bar with your palms facing towards you and your hands shoulder-width apart. | Step:2 Engage your core and pull your body up towards the bar, leading with your chest. Emphasize pure control. | Step:3 Continue pulling until your chin is above the bar. | Step:4 Pause for a moment at the top, then slowly lower your body back down to the starting position. | Step:5 Repeat for the desired number of repetitions.;"Step:1 Cuélgate de la barra con las palmas hacia ti (agarre supino) y las manos a la anchura de los hombros.
Step:2 Activa el core y tira de tu cuerpo hacia arriba de forma estricta, liderando con el pecho.
Step:3 Sube hasta que la barbilla supere claramente la barra.
Step:4 Haz una pausa arriba y baja lentamente hasta estirar los brazos por completo.
Step:5 Repite el movimiento centrándote en el control total.";biceps, forearms
EnPivTL;barbell bent arm pullover - powerful variation;Pullover con barra y brazos flexionados (variación potente);lats;back;barbell;https://static.exercisedb.dev/media/EnPivTL.gif;Step:1 Lie flat on a bench with your head at one end and your feet on the floor. | Step:2 Hold a barbell with a shoulder-width grip and extend your arms straight above your chest. | Step:3 Lower the barbell behind your head while keeping your arms slightly bent. | Step:4 Pause for a moment, then raise the barbell back to the starting position. | Step:5 Repeat for the desired number of repetitions. Focus on powerful movement.;"Step:1 Túmbate en un banco plano con la cabeza al borde y los pies apoyados.
Step:2 Sujeta la barra con agarre prono a la anchura de los hombros sobre tu pecho.
Step:3 Baja la barra por detrás de la cabeza manteniendo los brazos flexionados con un movimiento potente y controlado.
Step:4 Haz una pausa abajo y usa los dorsales para elevar la barra de nuevo al inicio.
Step:5 Repite el movimiento manteniendo una cadencia explosiva en la subida.";triceps, chest
JxrY9mC;stability style band kneeling one arm pulldown;Jalón a una mano arrodillado con banda (estabilidad);lats;back;band;https://static.exercisedb.dev/media/JxrY9mC.gif;Step:1 Attach the band to a sturdy anchor point above your head. | Step:2 Kneel down and hold the band with one hand, palm facing down. | Step:3 Extend your arm fully overhead, keeping your elbow slightly bent. | Step:4 Engage your lat muscles and pull the band down towards your side, bringing your elbow towards your ribcage. | Step:5 Pause for a moment at the bottom, then slowly release the tension and return to the starting position. | Step:6 Repeat for the desired number of repetitions, then switch sides. Perform with stability intensity.;"Step:1 Fija la banda a un punto de anclaje resistente sobre tu cabeza.
Step:2 Arrodíllate y sujeta la banda con una mano, palma hacia abajo.
Step:3 Extiende el brazo totalmente arriba con una mínima flexión de codo.
Step:4 Activa los dorsales y tira de la banda hacia abajo, llevando el codo hacia tus costillas.
Step:5 Haz una pausa abajo y regresa lentamente arriba manteniendo la estabilidad del core.
Step:6 Repite las veces necesarias y cambia de brazo.";biceps, rhomboids
b5uBMv2;exercise ball alternating arm ups with fast;Elevaciones alternas de brazos sobre fitball (rápido);lats;back;stability ball;https://static.exercisedb.dev/media/b5uBMv2.gif;Step:1 Sit on the stability ball with your feet flat on the ground and your back straight. | Step:2 Hold a dumbbell in each hand with your palms facing inwards and your arms extended down by your sides. | Step:3 Engage your core and slowly lift one arm up towards your shoulder, keeping your elbow slightly bent. Perform with fast intensity. | Step:4 Pause for a moment at the top, then slowly lower your arm back down to the starting position. | Step:5 Repeat the movement with the other arm. | Step:6 Continue alternating arms for the desired number of repetitions.;"Step:1 Siéntate en un fitball con los pies apoyados y la espalda recta.
Step:2 Sujeta una mancuerna ligera en cada mano a los lados de tu cuerpo.
Step:3 Activa el core y eleva un brazo hacia adelante hasta la altura del hombro con un ritmo rápido.
Step:4 Baja el brazo y, de inmediato, eleva el brazo contrario.
Step:5 Mantén una alternancia fluida y veloz durante toda la serie.
Step:6 Realiza el número de repeticiones deseado.";shoulders, core
